Firstdate,Lastdate,Nusers,Mean_dr,Sum_dr
2020-07-18,2020-08-16,12, 16.765176411044404, 201.18211693253284
2020-07-19,2020-08-17,11, 18.414859394864507, 202.5634533435096
2020-07-20,2020-08-18,5, 30.62268555853272, 153.1134277926636
2020-07-21,2020-08-19,11, 19.207454967693074, 211.2820046446238
2020-07-22,2020-08-20,11, 19.162515534263576, 210.78767087689934
2020-07-23,2020-08-21,12, 19.582884682107526, 234.9946161852903
2020-07-24,2020-08-22,14, 17.916415882819617, 250.82982235947463
2020-07-25,2020-08-23,13, 18.01507137028437, 234.1959278136968
2020-07-26,2020-08-24,14, 17.43151980737629, 244.04127730326806
2020-07-27,2020-08-25,14, 19.562017399692053, 273.86824359568874
2020-07-28,2020-08-26,14, 18.920147060619065, 264.88205884866693
2020-07-29,2020-08-27,13, 19.593475181693456, 254.71517736201494
2020-07-30,2020-08-28,12, 18.899232582019724, 226.79079098423668
2020-07-31,2020-08-29,13, 17.450188408183195, 226.85244930638154
2020-08-01,2020-08-30,13, 16.641842630824886, 216.34395420072352
2020-08-02,2020-08-31,10, 19.27540258600093, 192.75402586000928
2020-08-03,2020-09-01,2, 59.58177240522015, 119.1635448104403
2020-08-04,2020-09-02,4, 37.01891154393132, 148.07564617572527
2020-08-05,2020-09-03,10, 19.054853653811605, 190.54853653811605
2020-08-06,2020-09-04,8, 21.016193592606715, 168.12954874085372
2020-08-07,2020-09-05,3, 41.25430520236922, 123.76291560710764
2020-08-08,2020-09-06,10, 19.780268314808616, 197.80268314808617
2020-08-09,2020-09-07,9, 21.274170326851138, 191.46753294166024
2020-08-10,2020-09-08,3, 43.54930742356185, 130.64792227068554
2020-08-11,2020-09-09,3, 42.74672906601331, 128.24018719803993
2020-08-12,2020-09-10,3, 43.88815773995813, 131.6644732198744
2020-08-13,2020-09-11,3, 44.60627809098676, 133.8188342729603
2020-08-14,2020-09-12,9, 24.7621652492762, 222.8594872434858
2020-08-15,2020-09-13,2, 69.7366558983578, 139.4733117967156
2020-08-16,2020-09-14,2, 75.73590264474046, 151.47180528948093
2020-08-17,2020-09-15,1, 125.13713406637926, 125.13713406637926
2020-08-18,2020-09-16,1, 126.01568231716945, 126.01568231716945
2020-08-19,2020-09-17,1, 116.13605282350336, 116.13605282350336
2020-08-20,2020-09-18,1, 120.46938615683669, 120.46938615683669
2020-08-21,2020-09-19,1, 118.15061071056321, 118.15061071056321
2020-08-22,2020-09-20,1, 116.02458628214067, 116.02458628214067
2020-08-23,2020-09-21,1, 119.51455521180742, 119.51455521180742
2020-08-24,2020-09-22,1, 117.5117507811129, 117.5117507811129
2020-08-25,2020-09-23,1, 108.29882951987364, 108.29882951987364
2020-08-26,2020-09-24,1, 103.96687633907868, 103.96687633907868
2020-08-27,2020-09-25,1, 99.80820128551554, 99.80820128551554
2020-08-28,2020-09-26,1, 95.81587323409491, 95.81587323409491
2020-08-29,2020-09-27,1, 91.98323830473112, 91.98323830473112
2020-08-30,2020-09-28,1, 93.98323830473112, 93.98323830473112
2020-08-31,2020-09-29,1, 103.03819448682758, 103.03819448682758
2020-09-01,2020-09-30,1, 94.96000003906029, 94.96000003906029
2020-09-02,2020-10-01,1, 91.16160003749786, 91.16160003749786
2020-09-03,2020-10-02,9, 22.93907832186769, 206.45170489680922
2020-09-04,2020-10-03,2, 48.10677408752745, 96.2135481750549
2020-09-05,2020-10-04,7, 24.017668464306748, 168.12367925014723
2020-09-06,2020-10-05,7, 23.963917054143263, 167.74741937900285
2020-09-07,2020-10-06,8, 20.533555066316154, 164.26844053052923
2020-09-08,2020-10-07,11, 19.970036436571956, 219.6704008022915
2020-09-09,2020-10-08,11, 19.936131180584226, 219.2974429864265
2020-09-10,2020-10-09,11, 18.501569853147387, 203.51726838462125
2020-09-11,2020-10-10,11, 17.77290683587788, 195.50197519465667
2020-09-12,2020-10-11,11, 17.303075778756718, 190.33383356632388
2020-09-13,2020-10-12,10, 19.39525152078128, 193.95251520781278
2020-09-14,2020-10-13,9, 23.67546037393103, 213.07914336537928
2020-09-15,2020-10-14,9, 22.674852689645988, 204.0736742068139
2020-09-16,2020-10-15,8, 23.206347392638524, 185.6507791411082
2020-09-17,2020-10-16,8, 21.831699327910467, 174.65359462328374
2020-09-18,2020-10-17,9, 20.78649142005416, 187.07842278048741
2020-09-19,2020-10-18,8, 22.22456528126596, 177.79652225012768
2020-09-20,2020-10-19,8, 21.5515756499038, 172.4126051992304
2020-09-21,2020-10-20,8, 22.355276838349898, 178.84221470679918
2020-09-22,2020-10-21,8, 21.91737848001911, 175.33902784015288
2020-09-23,2020-10-22,8, 20.882269171657125, 167.058153373257
2020-09-24,2020-10-23,7, 22.256996003717177, 155.79897202602024
2020-09-25,2020-10-24,6, 23.655225687357728, 141.93135412414637
2020-09-26,2020-10-25,5, 24.05550971531832, 120.2775485765916
2020-09-27,2020-10-26,5, 23.093289326705587, 115.46644663352794
2020-09-28,2020-10-27,5, 22.776224295152637, 113.8811214757632
2020-09-29,2020-10-28,5, 22.13900089184428, 110.6950044592214
2020-09-30,2020-10-29,5, 22.64119099717978, 113.2059549858989
2020-10-01,2020-10-30,5, 21.045118872722107, 105.22559436361053
2020-10-02,2020-10-31,5, 20.658110530379638, 103.29055265189818
2020-10-03,2020-11-01,4, 22.665840259463053, 90.66336103785221
2020-10-04,2020-11-02,4, 21.75920664908453, 87.03682659633812
2020-10-05,2020-11-03,4, 20.888838383121147, 83.55535353248459
2020-10-06,2020-11-04,4, 22.340309774221293, 89.36123909688517
2020-10-07,2020-11-05,7, 15.83562321523535, 110.84936250664745
2020-10-08,2020-11-06,4, 22.2998426738958, 89.1993706955832
2020-10-09,2020-11-07,7, 17.891898642810755, 125.24329049967528
